Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
"199","'703","Slovakia","569","'01315","Figs","5312","Area harvested","2010","2010","ha",,"M"
"150","'528","Netherlands","244","'2162","Groundnut oil","5510","Production","1988","1988","tonnes","17815.560000","I"
"27","'100","Bulgaria","868","'21151","Edible offal of cattle, fresh, chilled or frozen","5320","Producing Animals/Slaughtered","2003","2003","Head","175901.000000","A"
"203","'724","Spain","407","'01254","Leeks and other alliaceous vegetables","5419","Yield","1995","1995","hg/ha","235258.000000","E"
"79","'276","Germany","463","'01290.90","Other vegetables, fresh n.e.c.","5419","Yield","1988","1988","hg/ha","188889.000000","E"
"203","'724","Spain","225","'01374","Hazelnuts, in shell","5312","Area harvested","2018","2018","ha","13510.000000","A"
"63","'233","Estonia","977","'21115","Meat of sheep, fresh or chilled","5510","Production","2006","2006","tonnes","509.000000","A"
"173","'616","Poland","1073","'21123","Meat of geese, fresh or chilled","5424","Yield/Carcass Weight","1997","1997","0.1g/An","45833.000000","E"
"126","'440","Lithuania","358","'01212","Cabbages","5419","Yield","2014","2014","hg/ha","280474.000000","E"
"15","'058","Belgium-Luxembourg","402","'01253.01","Onions and shallots, green","5312","Area harvested","1984","1984","ha","20.000000","A"
"104","'372","Ireland","258","'21691.14","Oil of palm kernel","5510","Production","1997","1997","tonnes","0.000000","A"
"134","'470","Malta","267","'01445","Sunflower seed","5312","Area harvested","2019","2019","ha","0.000000","A"
"210","'752","Sweden","334","'21691.12","Oil of linseed","5510","Production","2013","2013","tonnes","1200.000000","T"
"68","'250","France","201","'01704","Lentils, dry","5510","Production","1971","1971","tonnes","13130.000000","A"
"97","'348","Hungary","982","'02291","Raw milk of sheep","5318","Milk Animals","1970","1970","Head","1730000.000000","E"
"199","'703","Slovakia","401","'01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","5419","Yield","2005","2005","hg/ha","125057.000000","E"
"63","'233","Estonia","619","'01359.90","Other fruits, n.e.c.","5510","Production","2000","2000","tonnes",,"M"
"106","'380","Italy","176","'01701","Beans, dry","5419","Yield","2004","2004","hg/ha","15543.000000","E"
"183","'642","Romania","526","'01343","Apricots","5419","Yield","1994","1994","hg/ha","54133.000000","E"
"126","'440","Lithuania","403","'01253.02","Onions and shallots, dry (excluding dehydrated)","5510","Production","1996","1996","tonnes","18909.000000","A"
"256","'442","Luxembourg","547","'01353.01","Raspberries","5312","Area harvested","2018","2018","ha","0.000000","A"
"97","'348","Hungary","867","'21111.01","Meat of cattle with the bone, fresh or chilled","5320","Producing Animals/Slaughtered","2000","2000","Head","297406.000000","A"
"51","'200","Czechoslovakia","79","'0118","Millet","5510","Production","1986","1986","tonnes","3089.000000","T"
"79","'276","Germany","394","'01235","Pumpkins, squash and gourds","5510","Production","1968","1968","tonnes",,"M"
"84","'300","Greece","210","'01709.02","Lupins","5419","Yield","1996","1996","hg/ha","18547.000000","E"
"79","'276","Germany","560","'01330","Grapes","5510","Production","1976","1976","tonnes","1169000.000000","T"
"104","'372","Ireland","1809","'F1809","Skim Milk&Buttermilk,Dry","5510","Production","1978","1978","tonnes","169500.000000","E"
"174","'620","Portugal","333","'01441","Linseed","5312","Area harvested","1971","1971","ha","177.000000","A"
"174","'620","Portugal","336","'01449.02","Hempseed","5312","Area harvested","1981","1981","ha",,"M"
"11","'040","Austria","393","'01213","Cauliflowers and broccoli","5510","Production","2000","2000","tonnes","9091.000000","A"
"68","'250","France","258","'21691.14","Oil of palm kernel","5510","Production","1995","1995","tonnes","13.000000","E"
"150","'528","Netherlands","1806","'F1806","Beef and Buffalo Meat","5320","Producing Animals/Slaughtered","1961","1961","Head","1314727.000000","E"
"11","'040","Austria","550","'01351.01","Currants","5510","Production","1999","1999","tonnes","19537.000000","A"
"174","'620","Portugal","44","'0115","Barley","5510","Production","1961","1961","tonnes","52051.000000","A"
"27","'100","Bulgaria","1034","'02140","Swine / pigs","5111","Stocks","1969","1969","Head","2139995.000000","A"
"50","'196","Cyprus","289","'01444","Sesame seed","5510","Production","1978","1978","tonnes","71.000000","A"
"210","'752","Sweden","205","'01709.01","Vetches","5312","Area harvested","2014","2014","ha",,"M"
"50","'196","Cyprus","1183","'02960.01","Beeswax","5422","Yield","1968","1968","hg","12.000000","I"
"174","'620","Portugal","210","'01709.02","Lupins","5510","Production","1987","1987","tonnes","554.000000","A"
"27","'100","Bulgaria","97","'01191","Triticale","5510","Production","1973","1973","tonnes",,"M"
"54","'208","Denmark","619","'01359.90","Other fruits, n.e.c.","5312","Area harvested","2010","2010","ha",,"M"
"106","'380","Italy","530","'01344.01","Sour cherries","5510","Production","1979","1979","tonnes",,"M"
"229","'826","United Kingdom of Great Britain and Northern Ireland","402","'01253.01","Onions and shallots, green","5312","Area harvested","1984","1984","ha","1514.000000","A"
"174","'620","Portugal","507","'01321","Pomelos and grapefruits","5510","Production","1998","1998","tonnes","766.000000","A"
"134","'470","Malta","1021","'22254","Cheese from milk of goats, fresh or processed","5510","Production","1990","1990","tonnes","12.000000","I"
"50","'196","Cyprus","987","'02941","Shorn wool, greasy, including fleece-washed shorn wool","5510","Production","1980","1980","tonnes","409.000000","A"
"27","'100","Bulgaria","1186","'26110","Raw silk (not thrown)","5510","Production","1969","1969","tonnes","247.000000","A"
"210","'752","Sweden","449","'01270","Mushrooms and truffles","5312","Area harvested","2019","2019","ha","10.000000","A"
"67","'246","Finland","373","'01215","Spinach","5312","Area harvested","1999","1999","ha","49.000000","A"
"50","'196","Cyprus","15","'0111","Wheat","5312","Area harvested","1978","1978","ha","16054.000000","A"
"97","'348","Hungary","403","'01253.02","Onions and shallots, dry (excluding dehydrated)","5510","Production","2000","2000","tonnes","117393.000000","A"
"198","'705","Slovenia","83","'0114","Sorghum","5510","Production","2001","2001","tonnes",,"M"
"50","'196","Cyprus","372","'01214","Lettuce and chicory","5312","Area harvested","1975","1975","ha","50.000000","E"
"203","'724","Spain","512","'01329","Other citrus fruit, n.e.c.","5419","Yield","1992","1992","hg/ha","78483.000000","E"
"67","'246","Finland","995","'02953","Raw hides and skins of sheep or lambs","5420","Yield","1970","1970","hg/An","15.000000","E"
"203","'724","Spain","336","'01449.02","Hempseed","5312","Area harvested","1963","1963","ha","6625.000000","A"
"203","'724","Spain","403","'01253.02","Onions and shallots, dry (excluding dehydrated)","5510","Production","1991","1991","tonnes","1019300.000000","A"
"203","'724","Spain","162","'2351f","Raw cane or beet sugar (centrifugal only)","5510","Production","1982","1982","tonnes","1244832.000000","A"
"50","'196","Cyprus","420","'01243","Broad beans and horse beans, green","5419","Yield","1979","1979","hg/ha","111238.000000","T"
"97","'348","Hungary","71","'0116","Rye","5312","Area harvested","2018","2018","ha","26230.000000","A"
"97","'348","Hungary","1035","'21113.01","Meat of pig with the bone, fresh or chilled","5510","Production","1977","1977","tonnes","864500.000000","A"
"97","'348","Hungary","1018","'21156","Edible offal of goat, fresh, chilled or frozen","5510","Production","2008","2008","tonnes","59.000000","I"
"97","'348","Hungary","211","'01709.90","Other pulses n.e.c.","5419","Yield","2001","2001","hg/ha","7222.000000","E"
"150","'528","Netherlands","1080","'21124","Meat of turkeys, fresh or chilled","5510","Production","2011","2011","tonnes","58000.000000","E"
"97","'348","Hungary","221","'01371","Almonds, in shell","5510","Production","1980","1980","tonnes","1144.000000","A"
"97","'348","Hungary","394","'01235","Pumpkins, squash and gourds","5312","Area harvested","2007","2007","ha","500.000000","A"
"50","'196","Cyprus","1018","'21156","Edible offal of goat, fresh, chilled or frozen","5320","Producing Animals/Slaughtered","2018","2018","Head","110810.000000","A"
"11","'040","Austria","868","'21151","Edible offal of cattle, fresh, chilled or frozen","5320","Producing Animals/Slaughtered","2011","2011","Head","688489.000000","A"
"210","'752","Sweden","1043","'21521","Pig fat, rendered","5510","Production","2008","2008","tonnes","15700.000000","E"
"210","'752","Sweden","1735","'F1735","Vegetables Primary","5510","Production","1990","1990","tonnes","282832.000000","E"
"97","'348","Hungary","1717","'F1717","Cereals, Total","5312","Area harvested","1984","1984","ha","2912433.000000","E"
"27","'100","Bulgaria","946","'02112","Buffalo","5111","Stocks","1987","1987","Head","26332.000000","A"
"256","'442","Luxembourg","71","'0116","Rye","5510","Production","2004","2004","tonnes","7921.000000","A"
"63","'233","Estonia","547","'01353.01","Raspberries","5510","Production","2004","2004","tonnes","317.000000","A"
"203","'724","Spain","101","'01195","Canary seed","5419","Yield","1961","1961","hg/ha","11264.000000","E"
"84","'300","Greece","826","'01970","Unmanufactured tobacco","5510","Production","1965","1965","tonnes","125626.000000","A"
"50","'196","Cyprus","15","'0111","Wheat","5510","Production","1985","1985","tonnes","9000.000000","A"
"106","'380","Italy","399","'01233","Eggplants (aubergines)","5312","Area harvested","1976","1976","ha","12643.000000","A"
"11","'040","Austria","181","'01702","Broad beans and horse beans, dry","5312","Area harvested","2013","2013","ha","6194.000000","A"
"199","'703","Slovakia","567","'01221","Watermelons","5510","Production","1996","1996","tonnes","25848.000000","I"
"229","'826","United Kingdom of Great Britain and Northern Ireland","426","'01251","Carrots and turnips","5510","Production","1969","1969","tonnes","708187.000000","A"
"84","'300","Greece","372","'01214","Lettuce and chicory","5510","Production","2003","2003","tonnes","80054.000000","A"
"199","'703","Slovakia","97","'01191","Triticale","5510","Production","1993","1993","tonnes","18855.000000","A"
"98","'191","Croatia","116","'01510","Potatoes","5510","Production","1992","1992","tonnes","480079.000000","A"
"67","'246","Finland","550","'01351.01","Currants","5510","Production","1961","1961","tonnes","8900.000000","A"
"183","'642","Romania","1181","'02196","Bees","5114","Stocks","1991","1991","No","1091000.000000","A"
"11","'040","Austria","417","'01242","Peas, green","5510","Production","1967","1967","tonnes","8079.000000","A"
"198","'705","Slovenia","886","'22241.01","Butter of cow milk","5510","Production","2014","2014","tonnes","2316.000000","A"
"15","'058","Belgium-Luxembourg","15","'0111","Wheat","5510","Production","1999","1999","tonnes","1528471.000000","A"
"255","'056","Belgium","1166","'21170.92","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","5510","Production","2001","2001","tonnes","100.000000","E"
"15","'058","Belgium-Luxembourg","521","'01342.01","Pears","5510","Production","1979","1979","tonnes","62949.000000","A"
"11","'040","Austria","919","'02951.01","Raw hides and skins of cattle","5510","Production","1989","1989","tonnes","23600.000000","E"
"79","'276","Germany","1062","'0231","Hen eggs in shell, fresh","5413","Yield","2015","2015","No/An","294.000000","E"
"27","'100","Bulgaria","242","'0142","Groundnuts, excluding shelled","5312","Area harvested","2005","2005","ha","1094.000000","A"
"63","'233","Estonia","116","'01510","Potatoes","5312","Area harvested","2006","2006","ha","11510.000000","A"
"150","'528","Netherlands","1020","'02292","Raw milk of goats","5420","Yield","2015","2015","hg/An","7202.000000","E"
"199","'703","Slovakia","417","'01242","Peas, green","5419","Yield","2012","2012","hg/ha","19110.000000","E"
"51","'200","Czechoslovakia","1729","'F1729","Treenuts, Total","5510","Production","1970","1970","tonnes","24616.000000","E"
"98","'191","Croatia","401","'01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","5510","Production","2017","2017","tonnes","19303.000000","A"
"11","'040","Austria","406","'01252","Green garlic","5419","Yield","2008","2008","hg/ha","92000.000000","E"
"50","'196","Cyprus","1034","'02140","Swine / pigs","5111","Stocks","2009","2009","Head","463263.000000","A"
"67","'246","Finland","995","'02953","Raw hides and skins of sheep or lambs","5420","Yield","1971","1971","hg/An","15.000000","E"
"229","'826","United Kingdom of Great Britain and Northern Ireland","1034","'02140","Swine / pigs","5111","Stocks","1986","1986","Head","7937000.000000","A"
"79","'276","Germany","949","'21513","Buffalo fat, unrendered","5320","Producing Animals/Slaughtered","2016","2016","Head",,"M"
"97","'348","Hungary","886","'22241.01","Butter of cow milk","5510","Production","1990","1990","tonnes","38808.000000","A"
"167","'203","Czechia","1738","'F1738","Fruit Primary","5510","Production","2003","2003","tonnes","269732.000000","E"
"63","'233","Estonia","1720","'F1720","Roots and Tubers, Total","5312","Area harvested","2003","2003","ha","16979.000000","E"
"134","'470","Malta","1720","'F1720","Roots and Tubers, Total","5510","Production","1990","1990","tonnes","17000.000000","E"
"174","'620","Portugal","220","'01373","Chestnuts, in shell","5312","Area harvested","2008","2008","ha","33732.000000","A"
"126","'440","Lithuania","187","'01705","Peas, dry","5510","Production","1997","1997","tonnes","19400.000000","E"
"119","'428","Latvia","406","'01252","Green garlic","5510","Production","2005","2005","tonnes","537.000000","A"
"203","'724","Spain","977","'21115","Meat of sheep, fresh or chilled","5417","Yield/Carcass Weight","2011","2011","hg/An","115.000000","E"
"98","'191","Croatia","558","'01355.90","Other berries and fruits of the genus vaccinium n.e.c.","5419","Yield","2014","2014","hg/ha","8885.000000","E"
